Nahuatl|Spanish|Verse
Nemochimej xtlacaitacan on namictilistli. Ma ca xsihuapajpatlacan nion tlacapajpatlacan, yej xnemican ipan chipahualistli pampa Dios quintlaxtlahuilis ican tlajyohuilistli on yejhuan ahuilnemij niman on yejhuan sihupajpatla noso tlacapajpatla.|Honroso es para todos el matrimonio, y pura la relación conyugal; pero Dios juzgará a los fornicarios y a los adúlteros|b.HEB.13.4
Nemejhuamej, tej, xmatican ica on tlajtlacojli xhueli mechtilana pampa nemejhuamej yonenmiquej ihuan Cristo. Niman no xmomatican ica nennemij ihuan Jesucristo para Dios mechtequitiltia.|Así también vosotros, considerad que estáis muertos para el pecado, pero que estáis vivos para Dios en Cristo Jesús|b.ROM.6.11
'Nochimej on yejhuan imixpan on tlacamej quijtosquej ica nechseliaj quen intemaquixtijcau, nejhua no niquijtos ixpan noTajtzin ilhuicac chanej ica niquinselia.|"""Por tanto, a todo el que me confiese delante de los hombres, yo también le confesaré delante de mi Padre que está en los cielos"|b.MAT.10.32
Ma ca xmomojtican nemejhuamej yejhuan nenchantij ipan on hueyican itoca Sión. Xquitacan, nemoRey. Hualetiu ipan se poloco.|No temas, hija de Sion. ¡He aquí tu Rey viene, sentado sobre una cría de asna|b.JOH.12.15
Pero xacaj hueli quimachtia inenepil. On nenepijli quen itlaj cohuatl. Yejhua notlajtlajcali niman tenticaj ican iascayo yejhuan hueli temictia.|Pero ningún hombre puede domar su lengua; porque es un mal incontrolable, llena de veneno mortal|b.JAM.3.8
Pero sequi xinachtli oxin ipan cuajli tlajli. Onoscaltij, niman sanoyej cuajli otlac. Sequi oquitlaquitij sempoajli huan majtlactli iteyo, niman sequi yepoajli iteyo, niman sequi se ciento.|Y otras semillas cayeron en buena tierra y creciendo y aumentando dieron fruto. Y llevaban fruto a treinta, sesenta y ciento por uno.|b.MAR.4.8
Desde aman para nochipa ma ca yacaj nechpajsolos, pampa nochi quech tiliquichtic nicpia ipan notlalnacayo quiteititiaj ica nejhua niitequitcau toTeco Jesús.|De aquí en adelante nadie me cause dificultades, pues llevo en mi cuerpo las marcas de Jesús|b.GAL.6.17
Niman nemejhuamej no nenquijtohuaj: “Tla yacaj quitlalia se promesa, niman notlajtolpalehuiya itech on tlaixpan ica quichihuas, ipromesa xoc itlaj quijtosnequi. Pero tla notlajtolpalehuiya itech on huintli yejhuan oncaj ne tlapani ipan on tlaixpan, on quemaj melahuac hueyi quijtosnequi ipromesa niman yejhua ica nonequi quichihuas on tlen oquitlalij ipan ipromesa.”|O decís: 'Si uno jura por el altar, no significa nada; pero si jura por la ofrenda que está sobre el altar, queda bajo obligación.|b.MAT.23.18
Dios no opac pampa itechcopa Cristo nochi tlajtlamach tlen oncaj niman tlen nemi, tla nican ipan in tlalticpactli noso ne ilhuicac, intech onoyoltlalij para oquitlalij yolsehuilistli. Ijquin onochiu itechcopa imiquilis Cristo yejhuan oquitoyau iyesyo ne ipan cojnepanojli.|y por medio de él reconciliar consigo mismo todas las cosas, tanto sobre la tierra como en los cielos, habiendo hecho la paz mediante la sangre de su cruz|b.COL.1.20
Ijcon xchihuacan, pampa Dios xquiselia on tlacatl yejhuan nohueyitenehua ica itequiu, yej Dios quiselia on tlacatl yejhuan toTeco quijtohua ica cuajli yoquichiu itequiu.|Porque no es aprobado el que se recomienda a sí mismo, sino aquel a quien Dios recomienda|b.2CO.10.18
Pero tlinon nejhua nicnocuitia niman xniquiyana, yej ica nejhua nictequipanohua inDios notajhuan ijcon quen quitocarohua yejhuan aman cuitiaj yencuic ojtli yejhuan on hebreos quijtohuaj ica xcuajli ojtli. Niman nicneltoca nochi tlen tlajcuilolnesticaj ipan itlanahuatil Moisés niman ipan intlajcuilolhuan on tiotlajtojquej.|Sin embargo, te confieso esto: que sirvo al Dios de mis padres conforme al Camino que ellos llaman secta, creyendo todo lo que está escrito en la Ley y en los Profetas|b.ACT.24.14
Ijcuac otlayohuac, oquinhuajhuicaquej itech Jesús miyequej tlacamej yejhuan quipiayaj on xcuajcualtin espíritus niman ocsequimej cocoxquej. Niman ican itlanahuatil oquinquixtilij on espíritus, niman no oquimpajtij nochimej on cocoxquej.|Al atardecer, trajeron a él muchos endemoniados. Con su palabra echó fuera a los espíritus y sanó a todos los enfermos|b.MAT.8.16
Ipampa itlaneltoc, on tlacapajpatlaquetl itoca Rahab, xomic inhuan on ichanejcahuan yejhuan xotetlacamatquej, pampa yejhua cuajli oquinselij on hebreos yejhuan oquitatoj quen tlaojoncaj Jericó.|Por la fe no pereció la prostituta Rajab junto con los incrédulos, porque recibió en paz a los espías|b.HEB.11.31
Oajsic, tej, ipan se pueblo ne Samaria itoca Sicar. Yejhua in pueblo oncatca san nisiu itech on tlajli yejhuan Jacob oquimacac José on iconeu.|así que llegó a una ciudad de Samaria llamada Sicar, cerca del campo que Jacob había dado a su hijo José|b.JOH.4.5
Yejhuamej oquijlijquej: ―Itlanahuatil Moisés cahuilia se tlacatl quitlalia se amatl campa quijtohua ica noxotonia ihuan isihuau.|Ellos dijeron: --Moisés permitió escribir carta de divorcio y despedirla|b.MAR.10.4
Yejhua ica aman tichipajtoquej niman xoc ticpiaj totlajtlacol, pampa Jesucristo oquichiu tlinon Dios oquinec ijcuac san sejpa niman para nochipa oquixpantilij on itlalnacayo quen itlaj huentli.|Es en esa voluntad que somos santificados, mediante la ofrenda del cuerpo de Jesucristo hecha una vez para siempre|b.HEB.10.10
Aman miyequej on yejhuan huejhueyixtoquej, ompa xoc huejhueyixtiasquej. Niman miyequej on yejhuan xhuejhueyixtoquej, ompa yejhuamej huejhueyixtiasquej.|Pero muchos primeros serán los últimos, y los últimos, primeros|b.MAR.10.31
Jesús oquijtoj: ―Sen tlacatl oquintlanejtij tomin omemej tlacamej. Se tlacatl oquitlanejtij macuijli cientos denarios, niman ocse ompoajli huan majtlactli.|--Cierto acreedor tenía dos deudores: Uno le debía quinientos denarios, y el otro, cincuenta|b.LUK.7.41
Quemaj Tomás, yejhuan no quijliayaj cohuatzin, oquimijlij on ocsequimej nomachtijquej: ―No ma tihuian para san secan ihuan Jesús timiquisquej.|Entonces Tomás, que se llamaba Dídimo, dijo a sus condiscípulos: --Vamos también nosotros, para que muramos con él|b.JOH.11.16
Yej xpaquican ica no nenquipiaj sequi itlajyohuilis Cristo para no más sanoyej nempaquisquej ijcuac nopanextis ihueyilis.|Antes bien, gozaos a medida que participáis de las aflicciones de Cristo, para que también en la revelación de su gloria os gocéis con regocijo|b.1PE.4.13
Ijcuacon Moisés sa tlamojcaitzticatca ica on tlen oquitac. Niman ijcuac oquinisihuij para más cuajli quitas, ocac itlajtol toTeco yejhuan quijtohuaya:|Cuando Moisés le vio, se asombró de la visión; pero al acercarse para mirar, le vino la voz del Señor|b.ACT.7.31
'On majtlactli cuacuautli yejhuan otiquitac quijtosnequi on majtlactlimej reyes yejhuan hasta aman xe pehuaj tlamandarohuaj. Pero san ipan se achijtzin tiempo san secan ihuan on xcuajli yolqui quiselisquej on tequihuajyotl para tlamandarosquej quen reyes.|Los diez cuernos que has visto son diez reyes que todavía no han recibido reino, pero toman autoridad por una hora como reyes junto con la bestia|b.REV.17.12
Yejhua in nemechijlia pampa yejhuan quinequis quimaquixtis inemilis ipan in tlalticpactli, quipolos ialma, pero yejhuan san nopampa quipolos inemilis ipan in tlalticpactli, yejhua quiselis nemilistli para ialma.|Porque el que quiera salvar su vida la perderá, y el que pierda su vida por causa de mí la hallará|b.MAT.16.25
Niman tla itlaj nemechtlajtoltis xnennechnanquilisquej nion xnennechmacahuasquej.|Además, si yo os preguntara, no me responderíais|b.LUK.22.68
Jesús sanoyej tlamojcaitaya pampa yejhuamej xquineltocayaj. Niman Jesús panotiaya nochihuiyan ipan on pueblos, niman temachtijtiaya.|Estaba asombrado a causa de la incredulidad de ellos. Y recorría las aldeas de alrededor, enseñando|b.MAR.6.6
'Ijcuac yopanoquej on tonaltin ican tlajyohuilistli, xoc tlahuilos on tonaltzintli niman on metztli xoc petlanis.|Entonces en aquellos días, después de aquella tribulación, el sol se oscurecerá, y la luna no dará su resplandor|b.MAR.13.24
Niman ocsecan ipan on Yectlajcuilojli no quijtohua: Nemejhuamej yejhuan xnenhebreos xpaquican inhuan on yejhuan hebreos.|Y otra vez dice: Alegraos, naciones, con su pueblo|b.ROM.15.10
In ilhuicactequitquetl ocajsic yejhua on dragón on icsan cohuatl yejhuan sa no yejhua diablo noso Satanás. Yejhua oquisaloj para ijqui nemis se mil xipan.|Él prendió al dragón, aquella serpiente antigua quien es el diablo y Satanás, y le ató por mil años|b.REV.20.2
Niman pampa, nemejhuamej niman tejhuamej titlaneltocaj itech toTeco, tictlaliaj toyojlo nemotech ica nemejhuamej nenquichihuaj niman nenquichijtiasquej on tlen temechnahuatiaj.|Tenemos confianza en el Señor en cuanto a vosotros, que hacéis y haréis lo que os mandamos|b.2TH.3.4
Aman, tej, sa no ijqui. Hasta aman nocahuaj quesquimej yejhuan Dios ican iteicnelilis oquintlapejpenij.|Así también, en este tiempo presente se ha levantado un remanente según la elección de gracia|b.ROM.11.5
On yejhuan onechajtitlan nohuan nemi. NoTajtzin xnoselti nechcahua, pampa nejhua nochipa nicchihua tlen yejhua cuelita.|Porque el que me envió, conmigo está. El Padre no me ha dejado solo, porque yo hago siempre lo que le agrada a él|b.JOH.8.29
Quemaj toTeco onomalacachoj niman ocontac Pedro. Ijcuacon Pedro oquelnamic on tlen yejhua yoquijlijca: “Sa no aman ijcuac xe tzajtzi on caxtil tejhua tiquijtos yexpa ica xtinechixmati.”|"Entonces el Señor se volvió y miró a Pedro, y Pedro se acordó de la palabra del Señor como le había dicho: ""Antes que el gallo cante hoy, me negarás tres veces."|b.LUK.22.61
Quemaj Jacobo niman Juan, iconehuan Zebedeo, oquinisihuijquej Jesús, niman oquijlijquej: ―Totemachtijcau, tejhuamej ticnequij xtechchihuili tlen nimitztlajtlanisquej.|Entonces Jacobo y Juan, hijos de Zebedeo, se acercaron a él y le dijeron: --Maestro, queremos que nos concedas lo que pidamos|b.MAR.10.35
Quemaj Pedro niman on ocse nomachtijquetl oquisquej niman oyajquej ne itech on tlalcontli.|Salieron, pues, Pedro y el otro discípulo e iban al sepulcro|b.JOH.20.3
On tlen ticuaj xejhua techpatla ihuan Dios. Xitlaj ica techpalehuis tla ticuasquej, nion xitlaj ticpolosquej tla xticcuasquej.|Pero no es la comida lo que nos recomienda a Dios; pues ni somos menos si no comemos, ni somos más si comemos|b.1CO.8.8
Ijcuac María ijcon ocac, nimantzin onotelquetz niman oyaj oquitato Jesús.|Ella, cuando lo oyó, se levantó de prisa y fue a donde él estaba|b.JOH.11.29
Ijcon, tej, on yejhuan nocahua ihuan Cristo, xoc más quistinemi ipan tlajtlacojli. On yejhuan quistinemi ipan tlajtlacojli, xquimati quen nemi Cristo, nion xquixmati.|Todo aquel que permanece en él no continúa pecando. Todo aquel que sigue pecando no le ha visto ni le ha conocido|b.1JO.3.6
On yejhuan oquintitlancaj onocuepquej ichan on capitán niman oquinextitoj on tequichihuilijquetl yopajtic.|Cuando volvieron a casa los que habían sido enviados, hallaron sano al siervo|b.LUK.7.10
'Nemiya se tlacatl yejhuan ricoj catca. Yejhua notlaquentiaya quen yacaj rey ican on tlaquentli sanoyej patioj niman petlani. Niman mojmostla quichihuaya ilhuitl niman quicuayaj miyec tlajcuajli yejhuan sanoyej cuajli.|"""Cierto hombre era rico, se vestía de púrpura y de lino fino, y hacía cada día banquete con esplendidez"|b.LUK.16.19
Tla nenquitocayotiaj “toTajtzin” on yejhuan toDios, xquelnamiquican ica yejhua xtechicoita itech se tlacatl ihuan ocse ijcuac quintlaxtlahuilia, yej quintlaxtlahuilia quen se quichihua. Yejhua ica, tej, xtlacaitacan Dios ican nemojtijli ipan nochi tonaltin quech nennemisquej ipan in tlalticpactli. Niman xquelnamiquican ica tinemij ipan in tlalticpactli quen xtichanejquej.|Y si invocáis como Padre a aquel que juzga según la obra de cada uno sin hacer distinción de personas, conducíos en temor todo el tiempo de vuestra peregrinación|b.1PE.1.17
Jesús oquimijlij: ―On yejhuan xcualoj xquimpolohua on tepajtijquetl, pero on yejhuan cualoj quemaj.|Respondiendo Jesús les dijo: --Los sanos no tienen necesidad de médico, sino los que están enfermos|b.LUK.5.31
On inomachtijcahuan oquelcajquej para quitquisquej pan. San se pan oquitquijquej ne ipan on barco.|Se habían olvidado de llevar pan, y no tenían consigo en la barca sino un solo pan|b.MAR.8.14
On tajtli tlahuelnemis ihuan on itelpoch niman on telpochtli ihuan itaj. Niman on nantli tlahuelnemis ihuan ichpoch, niman on ichpoch ihuan inan. On monantli tlahuelnemis ihuan on isihuamon, niman on sihuamontli ihuan on imonan.|El padre estará dividido contra el hijo, y el hijo contra el padre; la madre contra la hija, y la hija contra la madre; la suegra contra su nuera, y la nuera contra su suegra|b.LUK.12.53
Niman yejhuamej hasta aman xhueli itlaj cajsicamatij ijcuac quinomachtiaj on tlen oquijcuiloj Moisés. Quen itlaj tlaquentli quinmixtlapachojticaj.|Aún hasta el día de hoy, cada vez que leen a Moisés, el velo está puesto sobre el corazón de ellos|b.2CO.3.15
Yejhua ica, tej, ican nochi toyojlo ma ticnisihuican toDios yejhuan techtlajsojtla. Ma ticnisihuican para ma ticselican iteicnelilis niman ihueyi tetlajsojtlalis yejhuan techpalehuis ijcuac itlaj techpolos.|Acerquémonos, pues, con confianza al trono de la gracia para que alcancemos misericordia y hallemos gracia para el oportuno socorro|b.HEB.4.16
Sa no yejhuamej, tej, nemopampa quichihuasquej oración niman mechpialisquej miyec tetlajsojtlalistli ipampa on hueyi teicnelilistli yejhuan Dios oquintitij nemotechcopa.|Además, por su oración a vuestro favor, demuestran que os quieren a causa de la sobreabundante gracia de Dios en vosotros|b.2CO.9.14
Ijcon quen se telpochtli yejhuan tehuan notlatlalohua campa notlatlanij sanoyej noyolchicahua para tetlanis, nejhua no ijqui. Sanoyej ninoyolchicahua para nictlanis on tetlayocolijli yejhuan Dios quinequi nicselis ne ilhuicac pampa ninemi san secan ihuan Cristo Jesús.|prosigo a la meta hacia el premio del supremo llamamiento de Dios en Cristo Jesús|b.PHI.3.14
niman on tetlahuelicniu yejhuan oquitocac on xcuajli xojtli sa no yejhua on diablo. On tonaltin ijcuac on pixcaquej quitequij on trigo quijtosnequi on tonaltin ijcuac tlatlalpolihuis, niman on pixcaquej yejhuan quitequij on trigo sa no yejhuamej on ilhuicactequitquej.|El enemigo que la sembró es el diablo. La siega es el fin del mundo, y los segadores son los ángeles|b.MAT.13.39
Niman ipan iojhui, ica oncatca para panos ipan on yehualican itoca Samaria.|Le era necesario pasar por Samaria|b.JOH.4.4
Pero on tlacatl xquimatiya aquinon oquipajtij, pampa Jesús onejcuanij itech on miyec tlacatl yejhuan ompa nemiya.|Pero el que había sido sanado no sabía quién había sido, porque Jesús se había apartado, pues había mucha gente en el lugar|b.JOH.5.13
Ijcuac yocacquej in tlajtlamach, ocueyilijquej Dios. Quemaj oquijlijquej Pablo: ―Cuajli, tocniu, pero ye tiquita ica intzajlan on hebreos miyec miles nemij yejhuan yotlaneltocaquej, niman nochimej yejhuamej sanoyej quinequi, para ma notlacamati itlanahuatil Moisés.|Cuando lo oyeron, glorificaron a Dios. Y le dijeron: --Tú ves, hermano, cuántos miles de judíos hay que han creído; y todos son celosos por la ley|b.ACT.21.20
Ijcuac niquitzticatca on Borreguito quitlapojticatca on yejhuan ica chicuasen sello, sanoyej chicahuac otlalolin. On tonaltzintli ocapotzeu quen itlaj micatlaquentli, niman on metztli onocau quen itlaj yestli.|Y miré cuando él abrió el sexto sello, y se produjo un gran terremoto. El sol se puso negro como tela de cilicio; la luna entera se puso como sangre|b.REV.6.12
Masqui nejhua achi ninohueyitenehua ica on totlanahuatil, xitlaj ica nipinahua pampa toTeco otechmacac yejhua in tlanahuatijli para temechiscaltisquej ipan nemotlaneltoc, niman xpara temechxoxotonisquej.|Porque si me glorío un poco más de nuestra autoridad, la cual el Señor nos ha dado para edificación y no para vuestra destrucción, no seré avergonzado|b.2CO.10.8
Ijcuac Jesús niman on inomachtijcahuan opanotoj ipan ocse ilado on mar, on inomachtijcahuan oquelnamiquej ica xquitquij pan.|Cuando los discípulos cruzaron a la otra orilla, se olvidaron de tomar consigo pan|b.MAT.16.5
On yejhuan yayaj ne tlayecapan, niman on yejhuan yayaj ne tlacuitlapan opeu tzajtzij: ―Ma noyectenehua Dios. Ma Dios quitiochihua on yejhuan ocuajtitlan.|Los que iban delante y los que le seguían aclamaban: --¡Hosanna! ¡Bendito el que viene en el nombre del Señor|b.MAR.11.9
Ijcuacon on Espíritu Santo nochi ica quiyecanaya Pedro. Niman Pedro oquijtoj: ―Nemejhuamej tlayecanquej intech on tlacamej, niman nemejhuamej aquin nentlajtlajmatquej hebreos,|Entonces Pedro, lleno del Espíritu Santo, les dijo: --Gobernantes del pueblo y ancianos|b.ACT.4.8
Niman on fariseos oquimijlij: ―¿Aquinon de nemejhuamej xnimantzin conquixtia tla se ipoloco noso ihuacax onhuetzi ijtic se pozo ipan on tonajli de nesehuijli?|Y dijo a ellos: --¿Cuál de vosotros, si su hijo o su buey cae en un pozo, no lo sacará de inmediato en el día de sábado|b.LUK.14.5
On yejhuan quineltoca xquitlajtlacolmacasquej, pero on yejhuan xquineltoca ye quipia tlajtlacolmacalistli san pampa xquineltoca isenteConetzin Dios.|El que cree en él no es condenado; pero el que no cree ya ha sido condenado, porque no ha creído en el nombre del unigénito Hijo de Dios|b.JOH.3.18
On yejhuan omechcajcayau sa no ijqui quen tlaxocolilistli. Ijquin nijtohua: “San achijtzin tlaxocolilistli cajcocui nochi tixtli de harina.” No sa no ijqui san se tlacatl yejhuan quitemaca on xcuajli temachtilistli, nochi tlacatl najcomana ica on xcuajli temachtilistli.|Un poquito de levadura leuda toda la masa|b.GAL.5.9
Jesús ocalac ocsejpa ne ipan se tiopan. Niman ompa nemiya se tlacatl yejhuan quipiaya se ima huaqui.|Entró otra vez en la sinagoga, y estaba allí un hombre que tenía la mano paralizada|b.MAR.3.1
Pero ijcuac on medieros oquitaquej on teconeu, oquinojlijquej: “Yejhua in iconeu on tlalejquetl. Ijcuac miquis itataj, yejhua yes iyaxca nochi in tlajli. Aman, tej, ma ticmictican iconeu para tejhuamej toyaxca yes.”|"Pero los labradores, al verle, razonaron entre sí diciendo: ""Éste es el heredero. Matémosle, para que la heredad sea nuestra."|b.LUK.20.14
On yejhuan quimanahuis inemilis para ma ca miquis nopampa, quipolos ialma. Pero on yejhuan quipolos inemilis san nopampa, yejhua quimaquixtis ialma.|El que halla su vida la perderá, y el que pierde su vida por mi causa la hallará|b.MAT.10.39
Nemejhuamej xnenquimatij tlinon nochihuas mostla. Aman, tej, ¿tlinon quijtojticaj nemonemilis? Yejhua sa no ijqui quen on ayautli yejhuan huajnonextia pero nimantzin popolihui.|Vosotros, los que no sabéis lo que será mañana, ¿qué es vuestra vida? Porque sois un vapor que aparece por un poco de tiempo y luego se desvanece|b.JAM.4.14
Ijcuacon nenquipiasquej on tetlatlatalistli yejhuan nenquinequij nenquitasquej tla melahuac Cristo notechcopa tlajtohua noso ca. Cristo xquipolohua poder para mechmelajcatlalis, yej quiteititis ipoder.|puesto que buscáis una prueba de que Cristo habla en mí. Y él no es débil para con vosotros, sino que es poderoso en vosotros|b.2CO.13.3
Ijcuac Jesús ijcon ocac, chica temachtijticatca ne ipan on hueyi tiopan, ican chicahuac tlajtojli oquijtoj: ―¿Melahuac nennechixmatij niman nenquimatztoquej canon nihualehua? Nejhua xonihuajlaj san pampa nejhua onicnec, yej onihuajlaj pampa onechajtitlan on yejhuan melahuac. Niman nemejhuamej xnenquixmatij.|Entonces Jesús alzó la voz en el templo, enseñando y diciendo: --A mí me conocéis y sabéis de dónde soy. Y yo no he venido por mí mismo; más bien, el que me envió, a quien vosotros no conocéis, es verdadero|b.JOH.7.28
Nochimej otlacuajquej, niman cuajli oixhuiquej.|Todos comieron y se saciaron|b.MAR.6.42
Xquintlajpalocan Asíncrito, Flegonte, Hermas, Patrobas, Hermes niman on tocnihuan yejhuan ompa inhuan nemij.|Saludad a Asíncrito, a Flegonte, a Hermas, a Patrobas, a Hermes y a los hermanos que están con ellos|b.ROM.16.14
Pero tejhua nochipa xpia on cuajli tlamachilistli, xmoyolchicahua ipan tlajyohuilistli, xpia moyojlo para ticteijlis on tlamachalistli yejhuan quitemaca temaquixtilistli, niman nochi cuajli xtlami on tlen motequiu.|Pero tú, sé sobrio en todo; soporta las aflicciones; haz obra de evangelista; cumple tu ministerio|b.2TI.4.5
Quemaj semej on tlajtlajmatquej onechijlij: ―Ma ca sa xchoca. Xquita on León. Yejhua in se tlacatl yejhuan hualejticaj itech Judá niman hualejticaj itech rey David. Yejhua yotetlan niman yejhua ica huelis quitlapos on chicome sellos niman quitlapos on tlajcuilolamatl mimilijticaj.|"Y uno de los ancianos me dijo: ""No llores. He aquí el León de la tribu de Judá, la Raíz de David, ha vencido para abrir el libro y sus siete sellos."|b.REV.5.5
Xnechijlican, ¿aquinon ocuajtitlan Juan para ma tlacuatequi? ¿Dios ocuajtitlan, noso on tlacamej ocuajtitlanquej?|El bautismo de Juan, ¿era del cielo o de los hombres|b.LUK.20.4
Félix no quinequiya niman quichixticatca para Pablo ma quimaca tomin para quimacahuas. Yejhua ica miyecpa quitlatitlaniliaya para ihuan tlajtohuaya.|A la vez, Félix esperaba también que se le diera algún dinero de parte de Pablo. Por eso le hacía venir con frecuencia y hablaba con él|b.ACT.24.26
Niman masqui aman oncaj miyec partes ipan totlalnacayo, nochi on partes san se tlalnacayotl nochihuaj.|Pero ahora son muchos los miembros y a la vez un solo cuerpo|b.1CO.12.20
'Nemejhuamej no onencaquej ica ye huejcahui Moisés otemachtij: “Ma ca ijqui ticahuas on tlen ticprometerohua, yej xchihua on tlen ican tlajtolpalehuilistli ticprometerohua itech toTeco.”|"""Además, habéis oído que fue dicho a los antiguos: No jurarás falsamente; sino que cumplirás al Señor tus juramentos"|b.MAT.5.33
Niman ipan on mar nimantzin opeu sanoyej chicahuac ajaca niman on atl yejhuan noquetztehuaya hasta calaquiyaj ijtic on barco. Pero Jesús cochticatca.|Y de repente se levantó una tempestad tan grande en el mar que las olas cubrían la barca, pero él dormía|b.MAT.8.24
Tla para ijcon, ¿tlica, tej, xnicchihua on tlen xcuajli para Dios más ma quiseli on hueyilistli?” Sequimej quijtohuaj ica yejhua on nictemachtia, pero yejhuamej xican cuajli inyojlo quijtohuaj. Dios quintlajtlacolmacas quen quitocarohua.|"¿Y por qué no decir: ""Hagamos lo malo para que venga lo bueno""? De esto se nos calumnia, y algunos afirman que así decimos. La condenación de los tales es justa"|b.ROM.3.8
Niman miyequej samaritanos yejhuan chanejquej ipan on hueyican oquineltocaquej Jesús ipampa on tlen oquimijlij on sihuatl ijcuac oquiteixpantijlij: “Onechpanextijlij nochi tlen nejhua yonicchiu.”|"Muchos de los samaritanos de aquella ciudad creyeron en él a causa de la palabra de la mujer que daba testimonio diciendo: ""Me dijo todo lo que he hecho."|b.JOH.4.39
Quemaj on macuiltimej ichpocamej xtlamatquej oquimijlijquej on yejhuan tlamatquej: “Achijtzin xtechmacacan nemoaceite, pampa totlahuilhuan ye sejtoquej.”|"Y las insensatas dijeron a las prudentes: ""Dadnos de vuestro aceite, porque nuestras lámparas se apagan."|b.MAT.25.8
Quemaj Jesús oquimijlij: ―¡Oh, nemejhuamej tlacamej yejhuan xnennechneltocaj! ¿Hasta quemanon ninemis nemohuan? ¿Hasta quemanon nemechijyohuis? Xcuajhuicacan nican on telpochtli.|Y respondiendo les dijo: --¡Oh generación incrédula! ¿Hasta cuándo estaré con vosotros? ¿Hasta cuándo os soportaré? ¡Traédmelo|b.MAR.9.19
ica onyas se tonajli ijcuac nochi tlen oncaj ipan in tlalticpactli xoc ijtlacahuis. Nochi tlajtlamach nomanahuis ijcon quen iconehuan Dios no nomanahuisquej.|de que aun la creación misma será librada de la esclavitud de la corrupción, para entrar a la libertad gloriosa de los hijos de Dios|b.ROM.8.21
ToTeco Dios, tejhua mitzmelahua para ticselis hueyilistli, tetlacaitalistli, niman poder, pampa tejhua nochi tlajtlamach otictlalij niman quen tejhua oticnec otiquintlalij niman onoquej.|"""Digno eres tú, oh Señor y Dios nuestro, de recibir la gloria, la honra y el poder; porque tú has creado todas las cosas, y por tu voluntad tienen ser y fueron creadas."|b.REV.4.11
Jesús oquijlij: ―¡Xseli motlachalis! Nimantzin on ciego ohuel otlachix. Quemaj Jesús oquijlij: ―Aman oticselij motlachalis pampa otitlaneltocac ica nimitzpajtisquia. Ijcuacon yejhua oyaj ihuan Jesús, niman quihueyiliaya Dios. Niman nochimej tlacamej yejhuan oquitaquej yejhua on no oquiyectenejquej Dios.|Jesús le dijo: --Recobra la vista; tu fe te ha salvado|b.LUK.18.42
Niman oquinemilij: “Aman ye nicmati tlinon nicchihuas. Niquinxoxotonis nocuesconhuan, para ocsequimej niquinchijchihuas yejhuan más huejhueyimej, niman ompa niquejehuas nochi on tlen otlac niman nochi tlen ye nicpia.”|"Entonces dijo: ""¡Esto haré! Derribaré mis graneros y edificaré otros más grandes. Allí juntaré todo mi grano y mis bienes"|b.LUK.12.18
¡Melahuac, tej, Dios quichihuas on tlen oquitlalij ipan ipromesa! Masqui nochimej tlacamej xquichihuaj quen quijtohuaj, Dios nochipa quichihua quen yejhua quijtohua. Ijquin, tej, quijtohua on Yectlajcuilojli: Ica on tlen tiquijtos, yejhua ica timopanextis ica ticuajli. Niman xhuelis mitztlajtlacolmacas ijcuac mitzyolcuitisquej.|¡De ninguna manera! Antes bien, sea Dios veraz, aunque todo hombre sea mentiroso, como está escrito: para que seas justificado en tus palabras y venzas cuando seas juzgado|b.ROM.3.4
Yejhua ica, tej, yejhuamej oquimajsiquej on apóstoles niman oquintzacuatoj.|Echaron mano a los apóstoles y los pusieron en la cárcel pública|b.ACT.5.18
Niman xsan yejhua in, yej no tipaquij itech Dios itechcopa toTeco Jesucristo. Ipampa on tlen oquichiu, ticpiaj yolsehuilistli ihuan Dios.|Y no sólo esto, sino que nos gloriamos en Dios por medio de nuestro Señor Jesucristo, mediante quien hemos recibido ahora la reconciliación|b.ROM.5.11
Pero on yejhuan quiteijlia on yectlajtojli yejhuan quiselia itech Dios, quinnojnotza tlacamej para ijqui quimiscaltia ipan intlaneltoc, para quinyolehua niman para quinyoltlalia.|En cambio, el que profetiza habla a los hombres para edificación, exhortación y consolación|b.1CO.14.3
Ijcuac oajsic ipan ipueblo, opeu temachtia ne ipan intiopan on tlacamej. Yejhuamej oometlamatquej niman ocualancatlanemilijquej. Yejhua ica quijtohuayaj: ―¿Canon ohuelito in tlacatl on tlamatquilistli? ¿Quen ijqui hueli quichihua yejhua in milagros?|Vino a su tierra y les enseñaba en su sinagoga, de manera que ellos estaban atónitos y decían: --¿De dónde tiene éste esta sabiduría y estos milagros|b.MAT.13.54
Aman nemechijlia yejhua in ijcuac xe nochihua, para ijcuac nochihuas, nemejhuamej nenquineltocasquej ica nejhua melahuac nejhua.|Desde ahora os lo digo, antes de que suceda, para que cuando suceda, creáis que Yo Soy|b.JOH.13.19
Niman nochimej oquimijlij: ―Tla yacaj quinequi nohuan yas, ma quelcahua on tlen quinequi, ma nemi listo para tlajyohuis mojmostla no ijqui quen se tlacatl tlayohuia sanoyej ijcuac quimamajtiu icojnepanol ne campa quimictisquej, niman nohuan ma huajla.|Decía entonces a todos: --Si alguno quiere venir en pos de mí, niéguese a sí mismo, tome su cruz cada día y sígame|b.LUK.9.23
